Время (UTC);Инициатор;Событие;Код;Объект;Детали
2026-06-11T09:20:11.011424+00:00;Valentin;Выбран чемпион;champion_selected;18a0343e-c0ad-4c2b-b53b-62bb0104068f;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Spain""}"
2026-06-11T09:20:11.011424+00:00;Valentin;Выбран бомбардир;top_scorer_selected;18a0343e-c0ad-4c2b-b53b-62bb0104068f;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Килиан Мбаппе (Kylian Mbappé)"", ""player_api_id"": -1}"
2026-06-11T09:18:36.915875+00:00;Valentin;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-11T09:18:28.654135+00:00;Valentin;Смена никнейма;nickname_changed;18a0343e-c0ad-4c2b-b53b-62bb0104068f;"{""to"": ""Valentin"", ""from"": ""ivanoff7""}"
2026-06-11T09:18:16.185381+00:00;ivanoff7;Регистрация;user_registered;18a0343e-c0ad-4c2b-b53b-62bb0104068f;"{""provider"": ""telegram""}"
2026-06-11T07:55:10.290953+00:00;Apelsin_4ik;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 0, ""home"": 2, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T06:40:26.187359+00:00;Paul;Изменён коэффициент;multiplier_changed;;"{""tour"": ""2026-06-11"", ""matches"": 1, ""rescored"": 0, ""multiplier"": 1}"
2026-06-11T06:40:00.526819+00:00;Paul;Изменён коэффициент;multiplier_changed;;"{""tour"": ""2026-06-11"", ""matches"": 1, ""rescored"": 0, ""multiplier"": 0}"
2026-06-11T06:39:49.762129+00:00;Paul;Изменён коэффициент;multiplier_changed;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""match"": ""Mexico — South Africa"", ""multiplier"": 0}"
2026-06-11T06:39:44.103851+00:00;Paul;Изменён коэффициент;multiplier_changed;;"{""tour"": ""2026-06-11"", ""matches"": 1, ""rescored"": 0, ""multiplier"": 1}"
2026-06-11T06:39:21.964033+00:00;Paul;Изменён коэффициент;multiplier_changed;;"{""tour"": ""2026-06-11"", ""matches"": 1, ""rescored"": 0, ""multiplier"": 3}"
2026-06-11T05:59:58.405965+00:00;Spartak1210;Сделан прогноз;prediction_set;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 2, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T05:58:45.117415+00:00;Spartak1210;Сделан прогноз;prediction_set;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 2, ""home"": 0, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T05:58:31.091941+00:00;Spartak1210;Сделан прогноз;prediction_set;d3feaba4-dec6-4658-a1b0-c67242ab07cc;"{""away"": 0, ""home"": 2, ""match"": ""USA — Paraguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T05:57:03.483801+00:00;Spartak1210;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 0, ""home"": 2, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T05:55:07.708780+00:00;Spartak1210;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 1, ""home"": 1, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T04:19:13.794558+00:00;Гудзон;Сделан прогноз;prediction_set;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 3, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T04:19:01.653369+00:00;Гудзон;Сделан прогноз;prediction_set;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 2, ""home"": 1, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-11T04:18:49.041935+00:00;Гудзон;Сделан прогноз;prediction_set;d3feaba4-dec6-4658-a1b0-c67242ab07cc;"{""away"": 2, ""home"": 3, ""match"": ""USA — Paraguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T21:39:02.633486+00:00;Paul;Изменён коэффициент;multiplier_changed;;"{""tour"": ""2026-06-13"", ""matches"": 3, ""rescored"": 0, ""multiplier"": 1}"
2026-06-10T21:38:33.839599+00:00;Paul;Изменён коэффициент;multiplier_changed;;"{""tour"": ""2026-06-13"", ""matches"": 3, ""rescored"": 0, ""multiplier"": 2}"
2026-06-10T21:38:20.308150+00:00;Paul;Изменён коэффициент;multiplier_changed;d3feaba4-dec6-4658-a1b0-c67242ab07cc;"{""match"": ""USA — Paraguay"", ""multiplier"": 2}"
2026-06-10T21:38:18.541716+00:00;Paul;Изменён коэффициент;multiplier_changed;d3feaba4-dec6-4658-a1b0-c67242ab07cc;"{""match"": ""USA — Paraguay"", ""multiplier"": 0}"
2026-06-10T20:58:58.897721+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;a98de20d-b6d7-462f-ae3d-cabadad0aae2;"{""away"": 0, ""home"": 0, ""match"": ""Ivory Coast — Ecuador"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:58:49.548170+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;299007b9-a306-4e18-b1fc-f7d067ecb585;"{""away"": 1, ""home"": 1, ""match"": ""Netherlands — Japan"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:58:42.139593+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;8b2230d3-02a1-45b4-9400-c53d40d7ae15;"{""away"": 0, ""home"": 4, ""match"": ""Germany — Curaçao"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:58:39.321571+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;0b9d43eb-f830-4f43-aa88-c1aaa48af122;"{""away"": 2, ""home"": 1, ""match"": ""Australia — Türkiye"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:58:35.544972+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;7b6b0112-c3af-49e2-b05a-f3ce0cf874d6;"{""away"": 2, ""home"": 0, ""match"": ""Haiti — Scotland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:57:55.107529+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 2, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:57:51.104248+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 1, ""home"": 0, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:57:47.400998+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;d3feaba4-dec6-4658-a1b0-c67242ab07cc;"{""away"": 1, ""home"": 3, ""match"": ""USA — Paraguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:44:17.871629+00:00;СаХаРоК48;Смена никнейма;nickname_changed;2fad843a-bd64-48cc-9362-10631e1e39f0;"{""to"": ""СаХаРоК48"", ""from"": ""СаХаРоК48""}"
2026-06-10T20:43:23.224850+00:00;СаХаРоК48;Смена никнейма;nickname_changed;2fad843a-bd64-48cc-9362-10631e1e39f0;"{""to"": ""СаХаРоК48"", ""from"": ""СаХаРоК48""}"
2026-06-10T20:42:13.067998+00:00;СаХаРоК48;Выбран чемпион;champion_selected;2fad843a-bd64-48cc-9362-10631e1e39f0;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Spain""}"
2026-06-10T20:42:13.067998+00:00;СаХаРоК48;Выбран бомбардир;top_scorer_selected;2fad843a-bd64-48cc-9362-10631e1e39f0;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Гарри Кейн (Harry Kane)"", ""player_api_id"": -5}"
2026-06-10T20:37:29.076782+00:00;СаХаРоК48;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-10T20:37:04.914746+00:00;СаХаРоК48;Смена никнейма;nickname_changed;2fad843a-bd64-48cc-9362-10631e1e39f0;"{""to"": ""СаХаРоК48"", ""from"": ""fedorovlki""}"
2026-06-10T20:36:47.644188+00:00;fedorovlki;Регистрация;user_registered;2fad843a-bd64-48cc-9362-10631e1e39f0;"{""provider"": ""yandex""}"
2026-06-10T20:36:33.590785+00:00;Пётр I;Выбран чемпион;champion_selected;7e3eb326-b9d3-4cd5-b386-1e1094987fec;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Spain""}"
2026-06-10T20:36:33.590785+00:00;Пётр I;Выбран бомбардир;top_scorer_selected;7e3eb326-b9d3-4cd5-b386-1e1094987fec;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Килиан Мбаппе (Kylian Mbappé)"", ""player_api_id"": -1}"
2026-06-10T20:29:39.017602+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 0, ""home"": 1, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:29:33.595409+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 1, ""home"": 1, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:25:35.344343+00:00;Paul;Удалён участник;member_removed;32b39291-0c0a-4cb7-b79e-fdced0c858af;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:24:33.740105+00:00;Игорь Владимирович!;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 0, ""home"": 2, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:24:20.502297+00:00;Игорь Владимирович!;Выбран чемпион;champion_selected;3e76b597-9ec2-4d71-bf90-79e9e226d9ec;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""France""}"
2026-06-10T20:24:20.502297+00:00;Игорь Владимирович!;Выбран бомбардир;top_scorer_selected;3e76b597-9ec2-4d71-bf90-79e9e226d9ec;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Килиан Мбаппе (Kylian Mbappé)"", ""player_api_id"": -1}"
2026-06-10T20:22:32.567431+00:00;Игорь Владимирович!;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-10T20:22:25.529036+00:00;Игорь Владимирович!;Смена никнейма;nickname_changed;3e76b597-9ec2-4d71-bf90-79e9e226d9ec;"{""to"": ""Игорь Владимирович!"", ""from"": ""imyalikov""}"
2026-06-10T20:22:04.173957+00:00;imyalikov;Регистрация;user_registered;3e76b597-9ec2-4d71-bf90-79e9e226d9ec;"{""provider"": ""yandex""}"
2026-06-10T20:14:29.143480+00:00;Chukanov;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 0, ""home"": 1, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:13:48.255309+00:00;Chukanov;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 1, ""home"": 1, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:12:24.283365+00:00;Chukanov;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 1, ""home"": 3, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T20:10:32.862079+00:00;Chukanov;Выбран чемпион;champion_selected;daa9d34d-d530-4e8b-86fb-918253e205c0;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""France""}"
2026-06-10T20:10:32.862079+00:00;Chukanov;Выбран бомбардир;top_scorer_selected;daa9d34d-d530-4e8b-86fb-918253e205c0;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Килиан Мбаппе (Kylian Mbappé)"", ""player_api_id"": -1}"
2026-06-10T20:08:18.770245+00:00;Chukanov;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-10T20:08:04.058754+00:00;Chukanov;Смена никнейма;nickname_changed;daa9d34d-d530-4e8b-86fb-918253e205c0;"{""to"": ""Chukanov"", ""from"": ""echhh""}"
2026-06-10T20:07:53.510219+00:00;echhh;Регистрация;user_registered;daa9d34d-d530-4e8b-86fb-918253e205c0;"{""provider"": ""yandex""}"
2026-06-10T19:46:48.943717+00:00;Djbel;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 1, ""home"": 3, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T19:44:58.764460+00:00;Djbel;Выбран чемпион;champion_selected;0155c882-1691-4a5f-b53a-83b46723d742;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Portugal""}"
2026-06-10T19:44:58.764460+00:00;Djbel;Выбран бомбардир;top_scorer_selected;0155c882-1691-4a5f-b53a-83b46723d742;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Килиан Мбаппе (Kylian Mbappé)"", ""player_api_id"": -1}"
2026-06-10T19:34:20.714308+00:00;Djbel;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-10T19:29:23.054039+00:00;Djbel;Смена никнейма;nickname_changed;0155c882-1691-4a5f-b53a-83b46723d742;"{""to"": ""Djbel"", ""from"": ""александргорбунов""}"
2026-06-10T19:29:20.107757+00:00;Вадим;Изменён прогноз;prediction_updated;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 0, ""home"": 3, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""previous"": {""away"": 0, ""home"": 2}}"
2026-06-10T19:29:12.563779+00:00;александргорбунов;Регистрация;user_registered;0155c882-1691-4a5f-b53a-83b46723d742;"{""provider"": ""yandex""}"
2026-06-10T19:28:10.039077+00:00;Вадим;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 1, ""home"": 2, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T19:28:05.537917+00:00;Вадим;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 1, ""home"": 1, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T19:21:49.981360+00:00;Federico;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 1, ""home"": 3, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T19:17:27.644295+00:00;Paul;Изменён регламент;room_rules_changed;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026"", ""length"": 674}"
2026-06-10T19:17:12.217989+00:00;Paul;Изменён регламент;room_rules_changed;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026"", ""length"": 695}"
2026-06-10T19:03:43.057542+00:00;VSMPZD;Сделан прогноз;prediction_set;d3feaba4-dec6-4658-a1b0-c67242ab07cc;"{""away"": 1, ""home"": 2, ""match"": ""USA — Paraguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T18:59:06.096425+00:00;VSMPZD;Сделан прогноз;prediction_set;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 1, ""home"": 2, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T18:59:00.260241+00:00;VSMPZD;Сделан прогноз;prediction_set;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 3, ""home"": 0, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T18:57:57.512228+00:00;VSMPZD;Выбран чемпион;champion_selected;c6132d10-e5b2-4968-ac1d-3886da29974a;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Spain""}"
2026-06-10T18:57:57.512228+00:00;VSMPZD;Выбран бомбардир;top_scorer_selected;c6132d10-e5b2-4968-ac1d-3886da29974a;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Ламине Ямаль (Lamine Yamal)"", ""player_api_id"": -2}"
2026-06-10T18:17:54.811015+00:00;Вениамин;Выбран чемпион;champion_selected;7a4cb706-3e1b-4177-9413-280a16b6f4ce;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Argentina""}"
2026-06-10T17:04:13.085591+00:00;Alexkl555;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 1, ""home"": 1, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T17:03:58.255241+00:00;Alexkl555;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 1, ""home"": 2, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T17:03:05.049200+00:00;Alexkl555;Выбран чемпион;champion_selected;d8472fce-6ac6-457b-bb13-f958284afc4d;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Portugal""}"
2026-06-10T17:03:05.049200+00:00;Alexkl555;Выбран бомбардир;top_scorer_selected;d8472fce-6ac6-457b-bb13-f958284afc4d;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Килиан Мбаппе (Kylian Mbappé)"", ""player_api_id"": -1}"
2026-06-10T16:58:01.435183+00:00;Alexkl555;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 0, ""home"": 2, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T16:57:21.468199+00:00;Alexkl555;Смена никнейма;nickname_changed;d8472fce-6ac6-457b-bb13-f958284afc4d;"{""to"": ""Alexkl555"", ""from"": ""ALEXKL555""}"
2026-06-10T16:54:51.613037+00:00;ALEXKL555;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-10T16:54:26.956110+00:00;ALEXKL555;Смена никнейма;nickname_changed;d8472fce-6ac6-457b-bb13-f958284afc4d;"{""to"": ""ALEXKL555"", ""from"": ""alexkl259""}"
2026-06-10T16:54:06.988087+00:00;alexkl259;Регистрация;user_registered;d8472fce-6ac6-457b-bb13-f958284afc4d;"{""provider"": ""yandex""}"
2026-06-10T15:51:54.322675+00:00;Paul;Смена никнейма;nickname_changed;875c926e-8a7e-4077-89cd-52760f9c8d6a;"{""to"": ""Paul"", ""from"": ""Paulinho""}"
2026-06-10T15:35:58.280275+00:00;VSMPZD;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 0, ""home"": 1, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T15:35:52.367579+00:00;VSMPZD;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 1, ""home"": 1, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T15:34:49.715131+00:00;VSMPZD;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 0, ""home"": 2, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T15:32:51.920307+00:00;VSMPZD;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-10T15:31:40.858122+00:00;VSMPZD;Смена никнейма;nickname_changed;c6132d10-e5b2-4968-ac1d-3886da29974a;"{""to"": ""VSMPZD"", ""from"": ""Aka089""}"
2026-06-10T15:31:01.385152+00:00;Aka089;Регистрация;user_registered;c6132d10-e5b2-4968-ac1d-3886da29974a;"{""provider"": ""telegram""}"
2026-06-10T14:50:59.030973+00:00;Paulinho;Сделан прогноз;prediction_set;3404b735-82aa-4d09-94e0-9f1105be2bf6;"{""away"": 1, ""home"": 1, ""match"": ""Ghana — Panama"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T14:28:26.588735+00:00;Paulinho;Смена никнейма;nickname_changed;875c926e-8a7e-4077-89cd-52760f9c8d6a;"{""to"": ""Paulinho"", ""from"": ""Paul""}"
2026-06-10T14:03:29.337884+00:00;Paul;Сделан прогноз;prediction_set;b9da12e0-426d-419d-b656-7fe1e46d0250;"{""away"": 0, ""home"": 0, ""match"": ""Belgium — Egypt"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T13:37:55.418037+00:00;Paul;Смена никнейма;nickname_changed;875c926e-8a7e-4077-89cd-52760f9c8d6a;"{""to"": ""Paul"", ""from"": ""Paul""}"
2026-06-10T12:59:26.985605+00:00;Вениамин;Выбран чемпион;champion_selected;7a4cb706-3e1b-4177-9413-280a16b6f4ce;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""England""}"
2026-06-10T12:51:55.887244+00:00;tata8;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 1, ""home"": 2, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T12:51:50.999742+00:00;tata8;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 1, ""home"": 1, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T12:51:41.838784+00:00;tata8;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 0, ""home"": 2, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T12:51:35.367800+00:00;tata8;Выбран чемпион;champion_selected;6069e342-7e7f-4dbe-8a60-f630442808ac;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""Portugal""}"
2026-06-10T12:51:35.367800+00:00;tata8;Выбран бомбардир;top_scorer_selected;6069e342-7e7f-4dbe-8a60-f630442808ac;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""player_name"": ""Килиан Мбаппе (Kylian Mbappé)"", ""player_api_id"": -1}"
2026-06-10T12:51:12.078488+00:00;tata8;Вход в комнату;room_joined;ecbfa22b-bcb2-4d63-a68d-8792b15a1df2;"{""room"": ""ЧМ-2026""}"
2026-06-10T12:50:51.229072+00:00;tata8;Смена никнейма;nickname_changed;6069e342-7e7f-4dbe-8a60-f630442808ac;"{""to"": ""tata8"", ""from"": ""АлександрКожемяко""}"
2026-06-10T12:50:44.011307+00:00;АлександрКожемяко;Регистрация;user_registered;6069e342-7e7f-4dbe-8a60-f630442808ac;"{""provider"": ""yandex""}"
2026-06-10T12:14:40.514019+00:00;Paul;Сделан прогноз;prediction_set;4912a102-ec52-4ad9-b7f7-a102c09dd410;"{""away"": 9, ""home"": 9, ""match"": ""Canada — Bosnia & Herzegovina"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T12:14:27.372923+00:00;Paul;Сделан прогноз;prediction_set;55cc8d6e-b031-464c-9166-ccc388601ad0;"{""away"": 7, ""home"": 7, ""match"": ""South Korea — Czech Republic"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T11:53:08.189655+00:00;Paul;Сделан прогноз;prediction_set;7b5944fe-c8f5-489d-b269-83436d0a6e5a;"{""away"": 3, ""home"": 3, ""match"": ""Brazil — Morocco"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T11:53:06.481965+00:00;Paul;Сделан прогноз;prediction_set;84643f75-2463-4a22-86df-f73d796b529a;"{""away"": 2, ""home"": 2, ""match"": ""Qatar — Switzerland"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T11:53:03.593222+00:00;Paul;Сделан прогноз;prediction_set;d3feaba4-dec6-4658-a1b0-c67242ab07cc;"{""away"": 1, ""home"": 1, ""match"": ""USA — Paraguay"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T10:59:29.604169+00:00;Spartak1210;Сделан прогноз;prediction_set;75f8a552-aa21-4033-830e-3c79d6d8a4e0;"{""away"": 0, ""home"": 2, ""match"": ""Mexico — South Africa"", ""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2""}"
2026-06-10T10:58:23.165712+00:00;Spartak1210;Выбран чемпион;champion_selected;f0cb0f81-a51b-4bea-96f9-ee8057534794;"{""room_id"": ""ecbfa22b-bcb2-4d63-a68d-8792b15a1df2"", ""champion"": ""France""}"
